"year","country","category","Number of people","Percentage"
"2005","Costa Rica","Islam Ibadhi","0","0.0000"
"2005","Costa Rica","Islam Nation of Islam","0","0.0000"
"2005","Costa Rica","Islam Alawite","0","0.0000"
"2005","Costa Rica","Islam Ahmadiyya","0","0.0000"
"2005","Costa Rica","Islam Other","0","0.0000"
"2005","Costa Rica","Islam Total","0","0.0000"
"2005","Costa Rica","Buddhism Mahayana","0","0.0000"
"2005","Costa Rica","Buddhism Theravada","0","0.0000"
"2005","Costa Rica","Buddhism Other","1135","0.0003"
"2005","Costa Rica","Buddhism Total","1135","0.0003"
"2005","Costa Rica","Zoroastrian Total","0","0.0000"
"2005","Costa Rica","Hindu Total","519","0.0001"
"2005","Costa Rica","Sikh Total","0","0.0000"
"2005","Costa Rica","Shinto Total","0","0.0000"
"2005","Costa Rica","Baha’i Total","0","0.0000"
"2005","Costa Rica","Taoism Total","0","0.0000"
"2005","Costa Rica","Confucianism Total","0","0.0000"
"2005","Costa Rica","Jain Total","0","0.0000"
"2005","Costa Rica","Syncretic Religions Total","22491","0.0053"
"2005","Costa Rica","Animist Religions Total","0","0.0000"
"2005","Costa Rica","Non. Religious Total","157000","0.0368"
"2005","Costa Rica","Other Religions Total","25060","0.0059"
"2005","Costa Rica","Sum of Religion Adherents","4240940","0.9941"
"2005","Costa Rica","Total Population","4266000","1.0000"
"2010","Costa Rica","Christianity Protestants","453444","0.1019"
"2010","Costa Rica","Christianity Roman Catholics","3471000","0.7800"
"2010","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"2010","Costa Rica","Christianity Anglican","1297","0.0003"
"2010","Costa Rica","Christianity Others","0","0.0000"
"2010","Costa Rica","Christianity Total","3925741","0.8822"
"2010","Costa Rica","Judaism Orthodox","0","0.0000"
"2010","Costa Rica","Judaism Conservatives","0","0.0000"
"2010","Costa Rica","Judaism Reform","0","0.0000"
"2010","Costa Rica","Judaism Others","3800","0.0009"
"2010","Costa Rica","Judaism Total","3800","0.0009"
"2010","Costa Rica","Islam Sunni","0","0.0000"
"2010","Costa Rica","Islam Shi’a","0","0.0000"
"2010","Costa Rica","Islam Ibadhi","0","0.0000"
"2010","Costa Rica","Islam Nation of Islam","0","0.0000"
"2010","Costa Rica","Islam Alawite","0","0.0000"
"2010","Costa Rica","Islam Ahmadiyya","0","0.0000"
"2010","Costa Rica","Islam Other","0","0.0000"
"2010","Costa Rica","Islam Total","0","0.0000"
"2010","Costa Rica","Buddhism Mahayana","0","0.0000"
"2010","Costa Rica","Buddhism Theravada","0","0.0000"
"2010","Costa Rica","Buddhism Other","1200","0.0003"
"2010","Costa Rica","Buddhism Total","1200","0.0003"
"2010","Costa Rica","Zoroastrian Total","0","0.0000"
"2010","Costa Rica","Hindu Total","558","0.0001"
"2010","Costa Rica","Sikh Total","0","0.0000"
"2010","Costa Rica","Shinto Total","0","0.0000"
"2010","Costa Rica","Baha’i Total","0","0.0000"
"2010","Costa Rica","Taoism Total","0","0.0000"
"2010","Costa Rica","Confucianism Total","0","0.0000"
"2010","Costa Rica","Jain Total","0","0.0000"
"2010","Costa Rica","Syncretic Religions Total","35000","0.0079"
"2010","Costa Rica","Animist Religions Total","1250","0.0003"
"2010","Costa Rica","Non. Religious Total","445000","0.1000"
"2010","Costa Rica","Other Religions Total","37451","0.0084"
"2010","Costa Rica","Sum of Religion Adherents","4412549","0.9916"
"2010","Costa Rica","Total Population","4450000","1.0001"
"1945","Panama","Christianity Protestants","42600","0.0606"
"1945","Panama","Christianity Roman Catholics","657800","0.9357"
"1945","Panama","Christianity Eastern Orthodox","0","0.0000"
"1945","Panama","Christianity Anglican","0","0.0000"
"1945","Panama","Christianity Others","0","0.0000"
"1945","Panama","Christianity Total","700400","0.9963"
"1945","Panama","Judaism Orthodox","0","0.0000"
"1945","Panama","Judaism Conservatives","0","0.0000"
"1945","Panama","Judaism Reform","0","0.0000"
"1945","Panama","Judaism Others","0","0.0000"
"1945","Panama","Judaism Total","0","0.0000"
"1945","Panama","Islam Sunni","0","0.0000"
"1945","Panama","Islam Shi’a","0","0.0000"
"1945","Panama","Islam Ibadhi","0","0.0000"
"1945","Panama","Islam Nation of Islam","0","0.0000"
"1945","Panama","Islam Alawite","0","0.0000"
"1945","Panama","Islam Ahmadiyya","0","0.0000"
"1945","Panama","Islam Other","0","0.0000"
"1945","Panama","Islam Total","0","0.0000"
"1945","Panama","Buddhism Mahayana","0","0.0000"
"1945","Panama","Buddhism Theravada","0","0.0000"
"1945","Panama","Buddhism Other","0","0.0000"
"1945","Panama","Buddhism Total","0","0.0000"
"1945","Panama","Zoroastrian Total","0","0.0000"
"1945","Panama","Hindu Total","0","0.0000"
"1945","Panama","Sikh Total","0","0.0000"
"1945","Panama","Shinto Total","0","0.0000"
"1945","Panama","Baha’i Total","0","0.0000"
"1945","Panama","Taoism Total","0","0.0000"
"1945","Panama","Confucianism Total","0","0.0000"
"1945","Panama","Jain Total","0","0.0000"
"1945","Panama","Syncretic Religions Total","0","0.0000"
"1945","Panama","Animist Religions Total","0","0.0000"
"1945","Panama","Non. Religious Total","0","0.0000"
"1945","Panama","Other Religions Total","2600","0.0037"
"1945","Panama","Sum of Religion Adherents","700400","0.9963"
"1945","Panama","Total Population","703000","1.0000"
"1950","Panama","Christianity Protestants","48000","0.0604"
"1950","Panama","Christianity Roman Catholics","739000","0.9296"
"1950","Panama","Christianity Eastern Orthodox","0","0.0000"
"1950","Panama","Christianity Anglican","0","0.0000"
"1950","Panama","Christianity Others","0","0.0000"
"1950","Panama","Christianity Total","787000","0.9899"
"1950","Panama","Judaism Orthodox","0","0.0000"
"1950","Panama","Judaism Conservatives","0","0.0000"
"1950","Panama","Judaism Reform","0","0.0000"
"1950","Panama","Judaism Others","0","0.0000"
"1950","Panama","Judaism Total","0","0.0000"
"1950","Panama","Islam Sunni","0","0.0000"
"1950","Panama","Islam Shi’a","0","0.0000"
"1950","Panama","Islam Ibadhi","0","0.0000"
"1950","Panama","Islam Nation of Islam","0","0.0000"
"1950","Panama","Islam Alawite","0","0.0000"
"1950","Panama","Islam Ahmadiyya","0","0.0000"
"1950","Panama","Islam Other","0","0.0000"
"1950","Panama","Islam Total","0","0.0000"
"1950","Panama","Buddhism Mahayana","0","0.0000"
"1950","Panama","Buddhism Theravada","0","0.0000"
"1950","Panama","Buddhism Other","0","0.0000"
"1950","Panama","Buddhism Total","0","0.0000"
"1950","Panama","Zoroastrian Total","0","0.0000"
"1950","Panama","Hindu Total","0","0.0000"
"1950","Panama","Sikh Total","0","0.0000"
"1950","Panama","Shinto Total","0","0.0000"
"1950","Panama","Baha’i Total","0","0.0000"
"1950","Panama","Taoism Total","0","0.0000"
"1950","Panama","Confucianism Total","0","0.0000"
"1950","Panama","Jain Total","0","0.0000"
"1950","Panama","Syncretic Religions Total","0","0.0000"
"1950","Panama","Animist Religions Total","0","0.0000"
"1950","Panama","Non. Religious Total","0","0.0000"
"1950","Panama","Other Religions Total","8000","0.0101"
"1950","Panama","Sum of Religion Adherents","787000","0.9899"
"1950","Panama","Total Population","795000","1.0000"
"1955","Panama","Christianity Protestants","47300","0.0500"
"1955","Panama","Christianity Roman Catholics","889240","0.9400"
"1955","Panama","Christianity Eastern Orthodox","0","0.0000"
"1955","Panama","Christianity Anglican","0","0.0000"
"1955","Panama","Christianity Others","0","0.0000"
"1955","Panama","Christianity Total","936540","0.9900"
"1955","Panama","Judaism Orthodox","0","0.0000"
"1955","Panama","Judaism Conservatives","0","0.0000"
"1955","Panama","Judaism Reform","0","0.0000"
"1955","Panama","Judaism Others","0","0.0000"
"1955","Panama","Judaism Total","0","0.0000"
"1955","Panama","Islam Sunni","0","0.0000"
"1955","Panama","Islam Shi’a","0","0.0000"
"1955","Panama","Islam Ibadhi","0","0.0000"
"1955","Panama","Islam Nation of Islam","0","0.0000"
"1955","Panama","Islam Alawite","0","0.0000"
"1955","Panama","Islam Ahmadiyya","0","0.0000"
"1955","Panama","Islam Other","0","0.0000"
"1955","Panama","Islam Total","0","0.0000"
"1955","Panama","Buddhism Mahayana","0","0.0000"
"1955","Panama","Buddhism Theravada","0","0.0000"
"1955","Panama","Buddhism Other","0","0.0000"
"1955","Panama","Buddhism Total","0","0.0000"
"1955","Panama","Zoroastrian Total","0","0.0000"
"1955","Panama","Hindu Total","0","0.0000"
"1955","Panama","Sikh Total","0","0.0000"
"1955","Panama","Shinto Total","0","0.0000"
"1955","Panama","Baha’i Total","0","0.0000"
"1955","Panama","Taoism Total","0","0.0000"
"1955","Panama","Confucianism Total","0","0.0000"
"1955","Panama","Jain Total","0","0.0000"
"1955","Panama","Syncretic Religions Total","0","0.0000"
"1955","Panama","Animist Religions Total","0","0.0000"
"1955","Panama","Non. Religious Total","0","0.0000"
"1955","Panama","Other Religions Total","9460","0.0100"
"1955","Panama","Sum of Religion Adherents","936540","0.9900"
"1955","Panama","Total Population","946000","1.0000"
"1960","Panama","Christianity Protestants","55000","0.0488"
"1960","Panama","Christianity Roman Catholics","1058440","0.9400"
"1960","Panama","Christianity Eastern Orthodox","0","0.0000"
"1960","Panama","Christianity Anglican","0","0.0000"
"1960","Panama","Christianity Others","0","0.0000"
"1960","Panama","Christianity Total","1113440","0.9888"
"1960","Panama","Judaism Orthodox","0","0.0000"
"1960","Panama","Judaism Conservatives","0","0.0000"
"1960","Panama","Judaism Reform","0","0.0000"
"1960","Panama","Judaism Others","0","0.0000"
"1960","Panama","Judaism Total","0","0.0000"
"1960","Panama","Islam Sunni","0","0.0000"
"1960","Panama","Islam Shi’a","0","0.0000"
"1960","Panama","Islam Ibadhi","0","0.0000"
"1960","Panama","Islam Nation of Islam","0","0.0000"
"1960","Panama","Islam Alawite","0","0.0000"
"1960","Panama","Islam Ahmadiyya","0","0.0000"
"1960","Panama","Islam Other","0","0.0000"
"1960","Panama","Islam Total","0","0.0000"
"1960","Panama","Buddhism Mahayana","0","0.0000"
"1960","Panama","Buddhism Theravada","0","0.0000"
"1960","Panama","Buddhism Other","0","0.0000"
"1960","Panama","Buddhism Total","0","0.0000"
"1960","Panama","Zoroastrian Total","0","0.0000"
"1960","Panama","Hindu Total","0","0.0000"
"1960","Panama","Sikh Total","0","0.0000"
"1960","Panama","Shinto Total","0","0.0000"
"1960","Panama","Baha’i Total","0","0.0000"
"1960","Panama","Taoism Total","0","0.0000"
"1960","Panama","Confucianism Total","0","0.0000"
"1960","Panama","Jain Total","0","0.0000"
"1960","Panama","Syncretic Religions Total","0","0.0000"
"1960","Panama","Animist Religions Total","0","0.0000"
"1960","Panama","Non. Religious Total","0","0.0000"
"1960","Panama","Other Religions Total","12560","0.0112"
"1960","Panama","Sum of Religion Adherents","1113440","0.9888"
"1960","Panama","Total Population","1126000","1.0000"
"1965","Panama","Christianity Protestants","69500","0.0533"
"1965","Panama","Christianity Roman Catholics","1187430","0.9113"
"1965","Panama","Christianity Eastern Orthodox","0","0.0000"
"1965","Panama","Christianity Anglican","0","0.0000"
"1965","Panama","Christianity Others","0","0.0000"
"1965","Panama","Christianity Total","1256930","0.9646"
"1965","Panama","Judaism Orthodox","0","0.0000"
"1965","Panama","Judaism Conservatives","0","0.0000"
"1965","Panama","Judaism Reform","0","0.0000"
"1965","Panama","Judaism Others","1000","0.0008"
"1965","Panama","Judaism Total","1000","0.0008"
"1965","Panama","Islam Sunni","0","0.0000"
"1965","Panama","Islam Shi’a","0","0.0000"
"1965","Panama","Islam Ibadhi","0","0.0000"
"1965","Panama","Islam Nation of Islam","0","0.0000"
"1965","Panama","Islam Alawite","0","0.0000"
"1965","Panama","Islam Ahmadiyya","0","0.0000"
"1965","Panama","Islam Other","30000","0.0230"
"1965","Panama","Islam Total","30000","0.0230"
"1965","Panama","Buddhism Mahayana","0","0.0000"
"1965","Panama","Buddhism Theravada","0","0.0000"
"1965","Panama","Buddhism Other","750","0.0006"
"1965","Panama","Buddhism Total","750","0.0006"
"1965","Panama","Zoroastrian Total","0","0.0000"
"1965","Panama","Hindu Total","2000","0.0015"
"1965","Panama","Sikh Total","0","0.0000"
"1965","Panama","Shinto Total","0","0.0000"
"1965","Panama","Baha’i Total","7200","0.0055"
"1965","Panama","Taoism Total","0","0.0000"
"1965","Panama","Confucianism Total","0","0.0000"
"1965","Panama","Jain Total","0","0.0000"
"1965","Panama","Syncretic Religions Total","1500","0.0012"
"1965","Panama","Animist Religions Total","2500","0.0019"
"1965","Panama","Non. Religious Total","0","0.0000"
"1965","Panama","Other Religions Total","1120","0.0009"
"1965","Panama","Sum of Religion Adherents","1301880","0.9991"
"1965","Panama","Total Population","1303000","1.0000"
"1970","Panama","Christianity Protestants","84001","0.0558"
"1970","Panama","Christianity Roman Catholics","1316421","0.8741"
"1970","Panama","Christianity Eastern Orthodox","0","0.0000"
"1970","Panama","Christianity Anglican","15000","0.0100"
"1970","Panama","Christianity Others","0","0.0000"
"1970","Panama","Christianity Total","1415422","0.9399"
"1970","Panama","Judaism Orthodox","0","0.0000"
"1970","Panama","Judaism Conservatives","0","0.0000"
"1970","Panama","Judaism Reform","0","0.0000"
"1970","Panama","Judaism Others","2000","0.0013"
"1970","Panama","Judaism Total","2000","0.0013"
"1970","Panama","Islam Sunni","0","0.0000"
"1970","Panama","Islam Shi’a","0","0.0000"
"1970","Panama","Islam Ibadhi","0","0.0000"
"1970","Panama","Islam Nation of Islam","0","0.0000"
"1970","Panama","Islam Alawite","0","0.0000"
"1970","Panama","Islam Ahmadiyya","0","0.0000"
"1970","Panama","Islam Other","55000","0.0365"
"1970","Panama","Islam Total","55000","0.0365"
"1970","Panama","Buddhism Mahayana","0","0.0000"
"1970","Panama","Buddhism Theravada","0","0.0000"
"1970","Panama","Buddhism Other","1500","0.0010"
"1970","Panama","Buddhism Total","1500","0.0010"
"1970","Panama","Zoroastrian Total","0","0.0000"
"1970","Panama","Hindu Total","0","0.0000"
"1970","Panama","Sikh Total","0","0.0000"
"1970","Panama","Shinto Total","0","0.0000"
"1970","Panama","Baha’i Total","14400","0.0096"
"1970","Panama","Taoism Total","0","0.0000"
"1970","Panama","Confucianism Total","0","0.0000"
"1970","Panama","Jain Total","0","0.0000"
"1970","Panama","Syncretic Religions Total","3000","0.0020"
"1970","Panama","Animist Religions Total","5000","0.0033"
"1970","Panama","Non. Religious Total","0","0.0000"
"1970","Panama","Other Religions Total","9678","0.0064"
"1970","Panama","Sum of Religion Adherents","1496322","0.9936"
"1970","Panama","Total Population","1506000","1.0000"
"1975","Panama","Christianity Protestants","103380","0.0600"
"1975","Panama","Christianity Roman Catholics","1502390","0.8720"
"1975","Panama","Christianity Eastern Orthodox","0","0.0000"
"1975","Panama","Christianity Anglican","0","0.0000"
"1975","Panama","Christianity Others","0","0.0000"
"1975","Panama","Christianity Total","1605770","0.9320"
"1975","Panama","Judaism Orthodox","0","0.0000"
"1975","Panama","Judaism Conservatives","0","0.0000"
"1975","Panama","Judaism Reform","0","0.0000"
"1975","Panama","Judaism Others","1000","0.0006"
"1975","Panama","Judaism Total","1000","0.0006"
"1975","Panama","Islam Sunni","0","0.0000"
"1975","Panama","Islam Shi’a","0","0.0000"
"1975","Panama","Islam Ibadhi","0","0.0000"
"1975","Panama","Islam Nation of Islam","0","0.0000"
"1975","Panama","Islam Alawite","0","0.0000"
"1975","Panama","Islam Ahmadiyya","0","0.0000"
"1975","Panama","Islam Other","0","0.0000"
"1975","Panama","Islam Total","0","0.0000"
"1975","Panama","Buddhism Mahayana","0","0.0000"
"1975","Panama","Buddhism Theravada","0","0.0000"
"1975","Panama","Buddhism Other","0","0.0000"
"1975","Panama","Buddhism Total","0","0.0000"
"1975","Panama","Zoroastrian Total","0","0.0000"
"1975","Panama","Hindu Total","0","0.0000"
"1975","Panama","Sikh Total","0","0.0000"
"1975","Panama","Shinto Total","0","0.0000"
"1975","Panama","Baha’i Total","0","0.0000"
"1975","Panama","Taoism Total","0","0.0000"
"1975","Panama","Confucianism Total","0","0.0000"
"1975","Panama","Jain Total","0","0.0000"
"1975","Panama","Syncretic Religions Total","0","0.0000"
"1975","Panama","Animist Religions Total","0","0.0000"
"1975","Panama","Non. Religious Total","0","0.0000"
"1975","Panama","Other Religions Total","116230","0.0675"
"1975","Panama","Sum of Religion Adherents","1606770","0.9325"
"1975","Panama","Total Population","1723000","1.0001"
"1980","Panama","Christianity Protestants","129400","0.0664"
"1980","Panama","Christianity Roman Catholics","1741766","0.8932"
"1980","Panama","Christianity Eastern Orthodox","0","0.0000"
"1980","Panama","Christianity Anglican","6600","0.0034"
"1980","Panama","Christianity Others","0","0.0000"
"1980","Panama","Christianity Total","1877766","0.9630"
"1980","Panama","Judaism Orthodox","0","0.0000"
"1980","Panama","Judaism Conservatives","0","0.0000"
"1980","Panama","Judaism Reform","0","0.0000"
"1980","Panama","Judaism Others","866","0.0004"
"1980","Panama","Judaism Total","866","0.0004"
"1980","Panama","Islam Sunni","0","0.0000"
"1980","Panama","Islam Shi’a","0","0.0000"
"1980","Panama","Islam Ibadhi","0","0.0000"
"1980","Panama","Islam Nation of Islam","0","0.0000"
"1980","Panama","Islam Alawite","0","0.0000"
"1980","Panama","Islam Ahmadiyya","0","0.0000"
"1980","Panama","Islam Other","28666","0.0147"
"1980","Panama","Islam Total","28666","0.0147"
"1980","Panama","Buddhism Mahayana","0","0.0000"
"1980","Panama","Buddhism Theravada","0","0.0000"
"1980","Panama","Buddhism Other","1666","0.0009"
"1980","Panama","Buddhism Total","1666","0.0009"
"1980","Panama","Zoroastrian Total","0","0.0000"
"1980","Panama","Hindu Total","4333","0.0022"
"1980","Panama","Sikh Total","0","0.0000"
"1980","Panama","Shinto Total","0","0.0000"
"1980","Panama","Baha’i Total","10000","0.0051"
"1980","Panama","Taoism Total","1166","0.0006"
"1980","Panama","Confucianism Total","0","0.0000"
"1980","Panama","Jain Total","0","0.0000"
"1980","Panama","Syncretic Religions Total","0","0.0000"
"1980","Panama","Animist Religions Total","5133","0.0026"
"1980","Panama","Non. Religious Total","13233","0.0068"
"1980","Panama","Other Religions Total","7171","0.0037"
"1980","Panama","Sum of Religion Adherents","1942829","0.9963"
"1980","Panama","Total Population","1950000","1.0000"
"1985","Panama","Christianity Protestants","122280","0.0564"
